geoid,var,value
30023,be30_grd_clean,2030.7242431640625
31115,be30_grd_clean,737.69927978515625
31005,be30_grd_clean,1116.5423583984375
32011,be30_grd_clean,1888.8358154296875
35011,be30_grd_clean,1353.232421875
36113,be30_grd_clean,381.48834228515625
36017,be30_grd_clean,435.78656005859375
36051,be30_grd_clean,318.2894592285156
37193,be30_grd_clean,447.46832275390625
37159,be30_grd_clean,231.59291076660156
37089,be30_grd_clean,743.0963134765625
37163,be30_grd_clean,42.76630783081055
37121,be30_grd_clean,981.27001953125
38069,be30_grd_clean,476.61090087890625
39067,be30_grd_clean,338.1856384277344
40145,be30_grd_clean,186.73585510253906
40133,be30_grd_clean,283.97869873046875
41017,be30_grd_clean,1387.897216796875
41031,be30_grd_clean,984.85101318359375
41055,be30_grd_clean,539.63800048828125
42051,be30_grd_clean,450.9178466796875
42129,be30_grd_clean,397.95001220703125
42023,be30_grd_clean,491.3642578125
45055,be30_grd_clean,93.09288024902344
45027,be30_grd_clean,35.0311279296875
45017,be30_grd_clean,69.5202865600586
46079,be30_grd_clean,520.41680908203125
47001,be30_grd_clean,397.0342102050781
47189,be30_grd_clean,198.89837646484375
47135,be30_grd_clean,190.10589599609375
47045,be30_grd_clean,91.1739730834961
47029,be30_grd_clean,535.0577392578125
47049,be30_grd_clean,450.2423095703125
47085,be30_grd_clean,178.0611572265625
47185,be30_grd_clean,359.5328369140625
47127,be30_grd_clean,293.4608459472656
48339,be30_grd_clean,69.56805419921875
48029,be30_grd_clean,247.3818359375
48245,be30_grd_clean,7.001911640167236
48457,be30_grd_clean,70.77017974853516
48157,be30_grd_clean,29.339977264404297
48139,be30_grd_clean,165.72152709960938
48499,be30_grd_clean,135.44281005859375
48041,be30_grd_clean,89.81949615478516
48459,be30_grd_clean,118.95647430419922
48343,be30_grd_clean,109.600341796875
48393,be30_grd_clean,862.75726318359375
48289,be30_grd_clean,109.37848663330078
48349,be30_grd_clean,125.7779312133789
48185,be30_grd_clean,94.5157470703125
48467,be30_grd_clean,149.68475341796875
48125,be30_grd_clean,727.57989501953125
48105,be30_grd_clean,740.765869140625
48415,be30_grd_clean,718.84356689453125
48379,be30_grd_clean,139.7928924560547
48261,be30_grd_clean,10.999757766723633
49011,be30_grd_clean,1402.89404296875
49015,be30_grd_clean,1785.339111328125
49051,be30_grd_clean,2444.368408203125
49007,be30_grd_clean,2176.230224609375
49013,be30_grd_clean,2364.990966796875
49055,be30_grd_clean,1851.499755859375
51109,be30_grd_clean,114.97526550292969
51023,be30_grd_clean,463.71124267578125
51061,be30_grd_clean,159.5210418701172
51009,be30_grd_clean,344.348388671875
51161,be30_grd_clean,541.3466796875
51175,be30_grd_clean,26.8625545501709
